chip_id,scenario,fail_proba,suitable_proba,approve,truly_deployable
CHIP_00970,power_efficient_device,0.024,0.999,0,1
CHIP_00971,power_efficient_device,0.004,0.0,0,0
CHIP_00972,power_efficient_device,0.003,0.999,1,1
CHIP_00973,power_efficient_device,0.928,0.0,0,0
CHIP_00974,power_efficient_device,0.006,0.02,0,0
CHIP_00975,power_efficient_device,0.004,1.0,1,1
CHIP_00976,power_efficient_device,0.016,0.002,0,0
CHIP_00977,power_efficient_device,0.984,0.999,0,0
CHIP_00978,power_efficient_device,0.005,1.0,1,1
CHIP_00979,power_efficient_device,0.024,0.0,0,0
CHIP_00980,power_efficient_device,0.007,0.001,0,0
CHIP_00981,power_efficient_device,0.039,1.0,0,1
CHIP_00982,power_efficient_device,0.005,0.0,0,0
CHIP_00983,power_efficient_device,0.06,0.0,0,0
CHIP_00984,power_efficient_device,0.991,0.003,0,0
CHIP_00985,power_efficient_device,0.005,0.001,0,0
CHIP_00986,power_efficient_device,0.004,1.0,1,1
CHIP_00987,power_efficient_device,0.926,0.001,0,0
CHIP_00988,power_efficient_device,0.016,0.001,0,0
CHIP_00989,power_efficient_device,0.003,0.002,0,0
CHIP_00990,power_efficient_device,0.979,0.0,0,0
CHIP_00991,power_efficient_device,0.019,0.0,0,0
CHIP_00992,power_efficient_device,0.558,0.0,0,0
CHIP_00993,power_efficient_device,0.023,0.0,0,0
CHIP_00994,power_efficient_device,0.01,1.0,1,1
CHIP_00995,power_efficient_device,0.115,0.001,0,0
CHIP_00996,power_efficient_device,0.758,0.001,0,0
CHIP_00997,power_efficient_device,0.037,0.958,0,1
CHIP_00998,power_efficient_device,0.996,0.0,0,0
CHIP_00999,power_efficient_device,0.02,0.994,1,1
CHIP_00000,high_reliability_critical,0.014,0.0,0,0
CHIP_00001,high_reliability_critical,0.007,0.988,1,1
CHIP_00002,high_reliability_critical,0.011,0.0,0,0
CHIP_00003,high_reliability_critical,0.007,0.532,0,1
CHIP_00004,high_reliability_critical,0.005,0.39,0,0
CHIP_00005,high_reliability_critical,0.005,0.999,1,1
CHIP_00006,high_reliability_critical,0.006,1.0,1,1
CHIP_00007,high_reliability_critical,0.03,1.0,0,1
CHIP_00008,high_reliability_critical,0.004,0.004,0,0
CHIP_00009,high_reliability_critical,0.01,0.43,0,0
CHIP_00010,high_reliability_critical,0.064,0.015,0,0
CHIP_00011,high_reliability_critical,0.015,0.999,1,1
CHIP_00012,high_reliability_critical,0.005,1.0,1,1
CHIP_00013,high_reliability_critical,0.837,0.0,0,0
CHIP_00014,high_reliability_critical,0.029,0.014,0,0
CHIP_00015,high_reliability_critical,0.009,0.002,0,0
CHIP_00016,high_reliability_critical,0.007,0.009,0,0
CHIP_00017,high_reliability_critical,0.049,0.997,0,1
CHIP_00018,high_reliability_critical,0.262,0.001,0,0
CHIP_00019,high_reliability_critical,0.003,0.766,0,1
CHIP_00020,high_reliability_critical,0.006,0.285,0,0
CHIP_00021,high_reliability_critical,0.006,0.001,0,0
CHIP_00022,high_reliability_critical,0.008,0.0,0,0
CHIP_00023,high_reliability_critical,0.008,0.01,0,0
CHIP_00024,high_reliability_critical,0.004,0.088,0,0
CHIP_00025,high_reliability_critical,0.003,0.282,0,0
CHIP_00026,high_reliability_critical,0.409,0.951,0,0
CHIP_00027,high_reliability_critical,0.003,1.0,1,1
CHIP_00028,high_reliability_critical,0.995,0.001,0,0
CHIP_00029,high_reliability_critical,0.003,0.999,1,1
CHIP_00030,high_reliability_critical,0.018,1.0,1,1
CHIP_00031,high_reliability_critical,0.003,0.0,0,0
CHIP_00032,high_reliability_critical,0.004,0.178,0,0
CHIP_00033,high_reliability_critical,0.003,0.001,0,0
CHIP_00034,high_reliability_critical,0.019,0.01,0,0
CHIP_00035,high_reliability_critical,0.026,0.199,0,1
CHIP_00036,high_reliability_critical,0.99,0.0,0,0
CHIP_00037,high_reliability_critical,0.036,1.0,0,1
CHIP_00038,high_reliability_critical,0.01,0.0,0,0
CHIP_00039,high_reliability_critical,0.037,0.001,0,0
CHIP_00040,high_reliability_critical,0.33,0.999,0,0
CHIP_00041,high_reliability_critical,0.006,0.884,0,1
CHIP_00042,high_reliability_critical,0.006,0.989,1,1
CHIP_00043,high_reliability_critical,0.995,0.012,0,0
CHIP_00044,high_reliability_critical,0.004,0.081,0,0
CHIP_00045,high_reliability_critical,0.99,0.001,0,0
CHIP_00046,high_reliability_critical,0.011,0.004,0,0
CHIP_00047,high_reliability_critical,0.004,0.029,0,0
CHIP_00048,high_reliability_critical,0.638,0.182,0,0
CHIP_00049,high_reliability_critical,0.01,0.145,0,0
CHIP_00050,high_reliability_critical,0.011,0.001,0,0
CHIP_00051,high_reliability_critical,0.192,0.0,0,0
CHIP_00052,high_reliability_critical,0.02,0.005,0,1
CHIP_00053,high_reliability_critical,0.004,0.367,0,1
CHIP_00054,high_reliability_critical,0.005,0.016,0,0
CHIP_00055,high_reliability_critical,0.003,0.021,0,0
CHIP_00056,high_reliability_critical,0.004,0.203,0,0
CHIP_00057,high_reliability_critical,0.019,0.983,1,1
CHIP_00058,high_reliability_critical,0.004,1.0,1,1
CHIP_00059,high_reliability_critical,0.01,1.0,1,1
CHIP_00060,high_reliability_critical,0.993,0.0,0,0
CHIP_00061,high_reliability_critical,0.004,0.108,0,0
CHIP_00062,high_reliability_critical,0.023,0.993,0,1
CHIP_00063,high_reliability_critical,0.578,0.018,0,0
CHIP_00064,high_reliability_critical,0.006,0.988,1,1
CHIP_00065,high_reliability_critical,0.877,0.0,0,0
CHIP_00066,high_reliability_critical,0.003,0.0,0,0
CHIP_00067,high_reliability_critical,0.005,0.967,0,1
CHIP_00068,high_reliability_critical,0.017,1.0,1,1
CHIP_00069,high_reliability_critical,0.003,0.003,0,0
CHIP_00070,high_reliability_critical,0.004,0.738,0,1
CHIP_00071,high_reliability_critical,0.006,0.002,0,0
CHIP_00072,high_reliability_critical,0.005,0.635,0,1
CHIP_00073,high_reliability_critical,0.079,0.982,0,1
CHIP_00074,high_reliability_critical,0.004,0.009,0,0
CHIP_00075,high_reliability_critical,0.49,0.003,0,0
CHIP_00076,high_reliability_critical,0.02,0.035,0,0
CHIP_00077,high_reliability_critical,0.017,0.846,0,1
CHIP_00078,high_reliability_critical,0.009,0.024,0,0
CHIP_00079,high_reliability_critical,0.009,0.01,0,0
CHIP_00080,high_reliability_critical,0.005,0.002,0,0
CHIP_00081,high_reliability_critical,0.004,0.001,0,0
CHIP_00082,high_reliability_critical,0.006,0.909,0,0
CHIP_00083,high_reliability_critical,0.004,1.0,1,1
CHIP_00084,high_reliability_critical,0.003,0.006,0,0
CHIP_00085,high_reliability_critical,0.003,0.993,1,1
CHIP_00086,high_reliability_critical,0.004,0.001,0,0
CHIP_00087,high_reliability_critical,0.007,0.001,0,0
CHIP_00088,high_reliability_critical,0.007,0.049,0,0
CHIP_00089,high_reliability_critical,0.797,0.044,0,0
CHIP_00090,high_reliability_critical,0.017,0.677,0,1
CHIP_00091,high_reliability_critical,0.003,1.0,1,1
CHIP_00092,high_reliability_critical,0.003,0.0,0,0
CHIP_00093,high_reliability_critical,0.005,0.041,0,0
CHIP_00094,high_reliability_critical,0.008,0.008,0,0
CHIP_00095,high_reliability_critical,0.004,0.999,1,1
CHIP_00096,high_reliability_critical,0.005,0.93,0,1
CHIP_00097,high_reliability_critical,0.012,0.001,0,0
CHIP_00098,high_reliability_critical,0.684,0.001,0,0
CHIP_00099,high_reliability_critical,0.004,0.894,0,1
CHIP_00100,high_reliability_critical,0.006,0.003,0,0
CHIP_00101,high_reliability_critical,0.01,0.077,0,0
CHIP_00102,high_reliability_critical,0.033,0.001,0,0
CHIP_00103,high_reliability_critical,0.025,0.0,0,0
CHIP_00104,high_reliability_critical,0.004,0.021,0,0
CHIP_00105,high_reliability_critical,0.009,0.0,0,0
CHIP_00106,high_reliability_critical,0.012,0.0,0,0
CHIP_00107,high_reliability_critical,0.003,0.017,0,0
CHIP_00108,high_reliability_critical,0.02,0.001,0,0
CHIP_00109,high_reliability_critical,0.004,0.339,0,1
CHIP_00110,high_reliability_critical,0.041,0.512,0,0
CHIP_00111,high_reliability_critical,0.011,1.0,1,1
CHIP_00112,high_reliability_critical,0.005,0.0,0,0
CHIP_00113,high_reliability_critical,0.021,0.951,0,1
CHIP_00114,high_reliability_critical,0.008,0.995,1,1
CHIP_00115,high_reliability_critical,0.008,0.0,0,0
CHIP_00116,high_reliability_critical,0.067,0.002,0,0
CHIP_00117,high_reliability_critical,0.565,0.0,0,0
CHIP_00118,high_reliability_critical,0.01,0.0,0,0
CHIP_00119,high_reliability_critical,0.01,0.527,0,1
CHIP_00120,high_reliability_critical,0.008,0.022,0,0
CHIP_00121,high_reliability_critical,0.002,0.0,0,0
CHIP_00122,high_reliability_critical,0.03,0.002,0,0
CHIP_00123,high_reliability_critical,0.01,0.999,1,1
CHIP_00124,high_reliability_critical,0.078,0.0,0,0
CHIP_00125,high_reliability_critical,0.007,0.0,0,0
CHIP_00126,high_reliability_critical,0.014,0.0,0,0
CHIP_00127,high_reliability_critical,0.005,0.001,0,0
CHIP_00128,high_reliability_critical,0.004,0.764,0,1
CHIP_00129,high_reliability_critical,0.004,0.082,0,0
CHIP_00130,high_reliability_critical,0.005,0.001,0,0
CHIP_00131,high_reliability_critical,0.007,0.961,0,1
CHIP_00132,high_reliability_critical,0.01,0.986,1,1
CHIP_00133,high_reliability_critical,0.003,0.144,0,0
CHIP_00134,high_reliability_critical,0.008,0.0,0,0
CHIP_00135,high_reliability_critical,0.016,0.007,0,0
CHIP_00136,high_reliability_critical,0.063,0.0,0,0
CHIP_00137,high_reliability_critical,0.802,0.999,0,0
CHIP_00138,high_reliability_critical,0.016,0.0,0,0
CHIP_00139,high_reliability_critical,0.017,0.943,0,1
CHIP_00140,high_reliability_critical,0.004,0.999,1,1
CHIP_00141,high_reliability_critical,0.016,0.0,0,0
CHIP_00142,high_reliability_critical,0.048,0.0,0,0
CHIP_00143,high_reliability_critical,0.002,0.065,0,0
CHIP_00144,high_reliability_critical,0.006,0.023,0,0
CHIP_00145,high_reliability_critical,0.003,0.905,0,1
CHIP_00146,high_reliability_critical,0.01,0.994,1,1
CHIP_00147,high_reliability_critical,0.003,0.001,0,0
CHIP_00148,high_reliability_critical,0.033,0.0,0,0
CHIP_00149,high_reliability_critical,0.016,0.001,0,0
CHIP_00150,high_reliability_critical,0.004,0.311,0,0
CHIP_00151,high_reliability_critical,0.005,0.022,0,0
CHIP_00152,high_reliability_critical,0.004,0.009,0,0
CHIP_00153,high_reliability_critical,0.015,1.0,1,1
CHIP_00154,high_reliability_critical,0.004,0.038,0,0
CHIP_00155,high_reliability_critical,0.03,0.969,0,1
CHIP_00156,high_reliability_critical,0.002,0.998,1,1
CHIP_00157,high_reliability_critical,0.027,0.0,0,0
CHIP_00158,high_reliability_critical,0.004,0.003,0,0
CHIP_00159,high_reliability_critical,0.011,0.999,1,1
CHIP_00160,high_reliability_critical,0.004,0.005,0,0
CHIP_00161,high_reliability_critical,0.003,1.0,1,1
CHIP_00162,high_reliability_critical,0.014,0.997,1,1
CHIP_00163,high_reliability_critical,0.068,0.01,0,0
CHIP_00164,high_reliability_critical,0.017,0.0,0,0
CHIP_00165,high_reliability_critical,0.008,0.025,0,0
CHIP_00166,high_reliability_critical,0.014,0.269,0,1
CHIP_00167,high_reliability_critical,0.011,0.998,1,1
CHIP_00168,high_reliability_critical,0.994,0.004,0,0
CHIP_00169,high_reliability_critical,0.035,0.0,0,0
CHIP_00170,high_reliability_critical,0.003,0.008,0,0
CHIP_00171,high_reliability_critical,0.992,0.004,0,0
CHIP_00172,high_reliability_critical,0.003,0.349,0,1
CHIP_00173,high_reliability_critical,0.005,0.001,0,0
CHIP_00174,high_reliability_critical,0.005,0.0,0,0
CHIP_00175,high_reliability_critical,0.051,0.049,0,0
CHIP_00176,high_reliability_critical,0.009,0.0,0,0
CHIP_00177,high_reliability_critical,0.004,0.999,1,1
CHIP_00178,high_reliability_critical,0.004,0.0,0,0
CHIP_00179,high_reliability_critical,0.031,0.818,0,1
CHIP_00180,high_reliability_critical,0.01,0.5,0,1
CHIP_00181,high_reliability_critical,0.025,0.999,0,1
CHIP_00182,high_reliability_critical,0.003,0.133,0,0
CHIP_00183,high_reliability_critical,0.021,0.03,0,0
CHIP_00184,high_reliability_critical,0.028,0.0,0,0
CHIP_00185,high_reliability_critical,0.02,0.992,0,1
CHIP_00186,high_reliability_critical,0.019,0.002,0,0
CHIP_00187,high_reliability_critical,0.031,0.001,0,0
CHIP_00188,high_reliability_critical,0.005,0.989,1,1
CHIP_00189,high_reliability_critical,0.014,1.0,1,1
CHIP_00190,high_reliability_critical,0.012,1.0,1,1
CHIP_00191,high_reliability_critical,0.003,0.001,0,0
CHIP_00192,high_reliability_critical,0.004,0.005,0,0
CHIP_00193,high_reliability_critical,0.013,0.0,0,0
CHIP_00194,high_reliability_critical,0.004,0.999,1,1
CHIP_00195,high_reliability_critical,0.004,0.001,0,0
CHIP_00196,high_reliability_critical,0.012,0.902,0,1
CHIP_00197,high_reliability_critical,0.006,0.995,1,1
CHIP_00198,high_reliability_critical,0.017,0.0,0,0
CHIP_00199,high_reliability_critical,0.004,0.894,0,1
CHIP_00200,high_reliability_critical,0.004,0.0,0,0
CHIP_00201,high_reliability_critical,0.036,0.011,0,0
CHIP_00202,high_reliability_critical,0.043,0.0,0,0
CHIP_00203,high_reliability_critical,0.006,0.957,0,1
CHIP_00204,high_reliability_critical,0.013,0.051,0,0
CHIP_00205,high_reliability_critical,0.004,0.079,0,0
CHIP_00206,high_reliability_critical,0.005,0.0,0,0
CHIP_00207,high_reliability_critical,0.008,0.0,0,0
CHIP_00208,high_reliability_critical,0.008,0.001,0,0
CHIP_00209,high_reliability_critical,0.003,0.01,0,0
CHIP_00210,high_reliability_critical,0.023,0.0,0,0
CHIP_00211,high_reliability_critical,0.019,0.0,0,0
CHIP_00212,high_reliability_critical,0.013,0.0,0,0
CHIP_00213,high_reliability_critical,0.004,0.243,0,0
CHIP_00214,high_reliability_critical,0.005,0.967,0,1
CHIP_00215,high_reliability_critical,0.01,0.92,0,0
CHIP_00216,high_reliability_critical,0.017,1.0,1,1
CHIP_00217,high_reliability_critical,0.012,0.001,0,0
CHIP_00218,high_reliability_critical,0.011,0.001,0,0
CHIP_00219,high_reliability_critical,0.004,0.779,0,1
CHIP_00220,high_reliability_critical,0.013,0.505,0,1
CHIP_00221,high_reliability_critical,0.002,0.001,0,0
CHIP_00222,high_reliability_critical,0.008,0.001,0,0
CHIP_00223,high_reliability_critical,0.158,0.0,0,0
CHIP_00224,high_reliability_critical,0.009,0.0,0,0
CHIP_00225,high_reliability_critical,0.004,0.361,0,1
CHIP_00226,high_reliability_critical,0.488,0.005,0,0
CHIP_00227,high_reliability_critical,0.014,0.037,0,0
CHIP_00228,high_reliability_critical,0.383,0.001,0,0
CHIP_00229,high_reliability_critical,0.014,0.023,0,0
CHIP_00230,high_reliability_critical,0.007,0.0,0,0
CHIP_00231,high_reliability_critical,0.007,0.888,0,1
CHIP_00232,high_reliability_critical,0.016,0.673,0,0
CHIP_00233,high_reliability_critical,0.094,0.001,0,0
CHIP_00234,high_reliability_critical,0.003,0.979,1,1
CHIP_00235,high_reliability_critical,0.011,0.999,1,1
CHIP_00236,high_reliability_critical,0.004,0.004,0,0
CHIP_00237,high_reliability_critical,0.005,0.0,0,0
CHIP_00238,high_reliability_critical,0.005,0.999,1,1
CHIP_00239,high_reliability_critical,0.003,0.997,1,1
CHIP_00240,high_reliability_critical,0.012,1.0,1,1
CHIP_00241,high_reliability_critical,0.003,0.879,0,1
CHIP_00242,high_reliability_critical,0.008,0.027,0,0
CHIP_00243,high_reliability_critical,0.007,0.99,1,1
CHIP_00244,high_reliability_critical,0.988,0.0,0,0
CHIP_00245,high_reliability_critical,0.005,0.971,1,1
CHIP_00246,high_reliability_critical,0.005,0.005,0,0
CHIP_00247,high_reliability_critical,0.015,0.0,0,0
CHIP_00248,high_reliability_critical,0.114,0.001,0,0
CHIP_00249,high_reliability_critical,0.006,0.899,0,1
CHIP_00250,high_reliability_critical,0.025,0.002,0,0
CHIP_00251,high_reliability_critical,0.004,1.0,1,1
CHIP_00252,high_reliability_critical,0.01,0.951,0,1
CHIP_00253,high_reliability_critical,0.005,0.037,0,0
CHIP_00254,high_reliability_critical,0.004,0.982,1,1
CHIP_00255,high_reliability_critical,0.081,0.0,0,0
CHIP_00256,high_reliability_critical,0.002,0.983,1,1
CHIP_00257,high_reliability_critical,0.01,0.0,0,0
CHIP_00258,high_reliability_critical,0.005,0.0,0,0
CHIP_00259,high_reliability_critical,0.017,0.007,0,0
CHIP_00260,high_reliability_critical,0.006,0.006,0,0
CHIP_00261,high_reliability_critical,0.007,0.438,0,0
CHIP_00262,high_reliability_critical,0.004,0.005,0,0
CHIP_00263,high_reliability_critical,0.943,0.99,0,0
CHIP_00264,high_reliability_critical,0.942,1.0,0,0
CHIP_00265,high_reliability_critical,0.073,0.0,0,0
CHIP_00266,high_reliability_critical,0.005,0.002,0,0
CHIP_00267,high_reliability_critical,0.159,0.993,0,1
CHIP_00268,high_reliability_critical,0.019,0.001,0,0
CHIP_00269,high_reliability_critical,0.003,0.998,1,1
CHIP_00270,high_reliability_critical,0.015,0.006,0,0
CHIP_00271,high_reliability_critical,0.003,0.955,0,1
CHIP_00272,high_reliability_critical,0.005,0.002,0,0
CHIP_00273,high_reliability_critical,0.023,0.472,0,1
CHIP_00274,high_reliability_critical,0.016,0.565,0,1
CHIP_00275,high_reliability_critical,0.003,0.0,0,0
CHIP_00276,high_reliability_critical,0.995,0.008,0,0
CHIP_00277,high_reliability_critical,0.004,0.99,1,1
CHIP_00278,high_reliability_critical,0.014,0.0,0,0
CHIP_00279,high_reliability_critical,0.013,0.002,0,0
CHIP_00280,high_reliability_critical,0.006,0.234,0,1
CHIP_00281,high_reliability_critical,0.003,0.034,0,0
CHIP_00282,high_reliability_critical,0.025,0.001,0,0
CHIP_00283,high_reliability_critical,0.004,0.001,0,0
CHIP_00284,high_reliability_critical,0.012,1.0,1,1
CHIP_00285,high_reliability_critical,0.003,0.89,0,1
CHIP_00286,high_reliability_critical,0.006,1.0,1,1
CHIP_00287,high_reliability_critical,0.004,0.029,0,1
CHIP_00288,high_reliability_critical,0.004,0.003,0,0
CHIP_00289,high_reliability_critical,0.004,0.002,0,0
CHIP_00290,high_reliability_critical,0.005,0.001,0,0
CHIP_00291,high_reliability_critical,0.005,0.992,1,1
CHIP_00292,high_reliability_critical,0.009,0.999,1,1
CHIP_00293,high_reliability_critical,0.308,0.0,0,0
CHIP_00294,high_reliability_critical,0.01,0.0,0,0
CHIP_00295,high_reliability_critical,0.004,0.001,0,0
CHIP_00296,high_reliability_critical,0.005,0.0,0,0
CHIP_00297,high_reliability_critical,0.004,1.0,1,1
CHIP_00298,high_reliability_critical,0.004,0.002,0,0
CHIP_00299,high_reliability_critical,0.016,0.999,1,1
CHIP_00300,high_reliability_critical,0.012,0.0,0,0
CHIP_00301,high_reliability_critical,0.927,0.0,0,0
CHIP_00302,high_reliability_critical,0.045,0.016,0,0
CHIP_00303,high_reliability_critical,0.008,0.018,0,0
CHIP_00304,high_reliability_critical,0.003,0.214,0,1
CHIP_00305,high_reliability_critical,0.002,0.926,0,1
CHIP_00306,high_reliability_critical,0.006,0.225,0,0
CHIP_00307,high_reliability_critical,0.014,0.845,0,1
CHIP_00308,high_reliability_critical,0.016,0.034,0,0
CHIP_00309,high_reliability_critical,0.022,0.209,0,0
CHIP_00310,high_reliability_critical,0.014,0.032,0,0
CHIP_00311,high_reliability_critical,0.003,0.999,1,1
CHIP_00312,high_reliability_critical,0.022,0.946,0,1
CHIP_00313,high_reliability_critical,0.009,0.98,1,1
CHIP_00314,high_reliability_critical,0.053,0.886,0,1
CHIP_00315,high_reliability_critical,0.007,0.005,0,0
CHIP_00316,high_reliability_critical,0.005,0.001,0,0
CHIP_00317,high_reliability_critical,0.016,0.0,0,0
CHIP_00318,high_reliability_critical,0.977,0.0,0,0
CHIP_00319,high_reliability_critical,0.003,0.843,0,0
CHIP_00320,high_reliability_critical,0.005,0.902,0,1
CHIP_00321,high_reliability_critical,0.008,0.016,0,0
CHIP_00322,high_reliability_critical,0.015,0.985,1,1
CHIP_00323,high_reliability_critical,0.007,0.001,0,0
CHIP_00324,high_reliability_critical,0.071,0.826,0,0
CHIP_00325,high_reliability_critical,0.298,0.215,0,0
CHIP_00326,high_reliability_critical,0.01,0.997,1,1
CHIP_00327,high_reliability_critical,0.033,0.0,0,0
CHIP_00328,high_reliability_critical,0.005,1.0,1,1
CHIP_00329,high_reliability_critical,0.005,0.958,0,1
CHIP_00330,high_reliability_critical,0.01,0.46,0,0
CHIP_00331,high_reliability_critical,0.976,0.125,0,0
CHIP_00332,high_reliability_critical,0.026,0.0,0,0
CHIP_00333,high_reliability_critical,0.004,0.003,0,0
CHIP_00334,high_reliability_critical,0.005,0.001,0,0
CHIP_00335,high_reliability_critical,0.007,0.864,0,1
CHIP_00336,high_reliability_critical,0.004,0.0,0,0
CHIP_00337,high_reliability_critical,0.004,0.005,0,0
CHIP_00338,high_reliability_critical,0.059,0.065,0,0
CHIP_00339,high_reliability_critical,0.016,0.997,1,1
CHIP_00340,high_reliability_critical,0.03,0.996,0,0
CHIP_00341,high_reliability_critical,0.007,0.0,0,0
CHIP_00342,high_reliability_critical,0.003,0.017,0,0
CHIP_00343,high_reliability_critical,0.04,0.999,0,0
CHIP_00344,high_reliability_critical,0.125,0.312,0,0
CHIP_00345,high_reliability_critical,0.047,0.013,0,0
CHIP_00346,high_reliability_critical,0.005,0.993,1,1
CHIP_00347,high_reliability_critical,0.032,0.016,0,0
CHIP_00348,high_reliability_critical,0.011,0.001,0,0
CHIP_00349,high_reliability_critical,0.022,0.001,0,0
CHIP_00350,high_reliability_critical,0.004,0.001,0,0
CHIP_00351,high_reliability_critical,0.026,0.003,0,0
CHIP_00352,high_reliability_critical,0.006,0.004,0,0
CHIP_00353,high_reliability_critical,0.016,0.039,0,0
CHIP_00354,high_reliability_critical,0.015,0.84,0,1
CHIP_00355,high_reliability_critical,0.004,0.0,0,0
CHIP_00356,high_reliability_critical,0.019,0.0,0,0
CHIP_00357,high_reliability_critical,0.025,0.0,0,0
CHIP_00358,high_reliability_critical,0.009,0.316,0,0
CHIP_00359,high_reliability_critical,0.007,0.005,0,0
CHIP_00360,high_reliability_critical,0.013,0.0,0,0
CHIP_00361,high_reliability_critical,0.015,0.001,0,0
CHIP_00362,high_reliability_critical,0.226,0.039,0,0
CHIP_00363,high_reliability_critical,0.005,0.0,0,0
CHIP_00364,high_reliability_critical,0.005,0.0,0,0
CHIP_00365,high_reliability_critical,0.05,0.007,0,0
CHIP_00366,high_reliability_critical,0.003,0.0,0,0
CHIP_00367,high_reliability_critical,0.004,0.199,0,1
CHIP_00368,high_reliability_critical,0.004,0.389,0,1
CHIP_00369,high_reliability_critical,0.048,0.219,0,1
CHIP_00370,high_reliability_critical,0.009,0.983,1,1
CHIP_00371,high_reliability_critical,0.036,0.0,0,0
CHIP_00372,high_reliability_critical,0.028,0.002,0,0
CHIP_00373,high_reliability_critical,0.008,0.197,0,0
CHIP_00374,high_reliability_critical,0.039,0.001,0,0
CHIP_00375,high_reliability_critical,0.009,0.999,1,1
CHIP_00376,high_reliability_critical,0.013,0.0,0,0
CHIP_00377,high_reliability_critical,0.008,0.99,1,1
CHIP_00378,high_reliability_critical,0.011,0.004,0,0
CHIP_00379,high_reliability_critical,0.005,0.999,1,1
CHIP_00380,high_reliability_critical,0.48,0.017,0,0
CHIP_00381,high_reliability_critical,0.056,0.499,0,0
CHIP_00382,high_reliability_critical,0.008,0.994,1,1
CHIP_00383,high_reliability_critical,0.004,0.0,0,0
CHIP_00384,high_reliability_critical,0.012,0.0,0,0
CHIP_00385,high_reliability_critical,0.004,0.0,0,0
CHIP_00386,high_reliability_critical,0.013,0.998,1,1
CHIP_00387,high_reliability_critical,0.004,0.206,0,0
CHIP_00388,high_reliability_critical,0.016,1.0,1,1
CHIP_00389,high_reliability_critical,0.005,0.0,0,0
CHIP_00390,high_reliability_critical,0.01,0.0,0,0
CHIP_00391,high_reliability_critical,0.003,0.0,0,0
CHIP_00392,high_reliability_critical,0.009,0.0,0,0
CHIP_00393,high_reliability_critical,0.009,0.879,0,1
CHIP_00394,high_reliability_critical,0.039,0.931,0,1
CHIP_00395,high_reliability_critical,0.004,0.001,0,0
CHIP_00396,high_reliability_critical,0.017,0.008,0,0
CHIP_00397,high_reliability_critical,0.099,0.0,0,0
CHIP_00398,high_reliability_critical,0.002,0.0,0,0
CHIP_00399,high_reliability_critical,0.004,0.04,0,0
CHIP_00400,high_reliability_critical,0.027,0.003,0,0
CHIP_00401,high_reliability_critical,0.002,0.982,1,1
CHIP_00402,high_reliability_critical,0.053,0.001,0,0
CHIP_00403,high_reliability_critical,0.006,0.984,1,1
CHIP_00404,high_reliability_critical,0.033,0.0,0,0
CHIP_00405,high_reliability_critical,0.008,0.829,0,0
CHIP_00406,high_reliability_critical,0.006,0.001,0,0
CHIP_00407,high_reliability_critical,0.024,0.999,0,1
CHIP_00408,high_reliability_critical,0.013,0.998,1,1
CHIP_00409,high_reliability_critical,0.004,0.0,0,0
CHIP_00410,high_reliability_critical,0.005,0.005,0,0
CHIP_00411,high_reliability_critical,0.023,0.8,0,1
CHIP_00412,high_reliability_critical,0.018,0.999,1,1
CHIP_00413,high_reliability_critical,0.016,0.003,0,0
CHIP_00414,high_reliability_critical,0.008,0.0,0,0
CHIP_00415,high_reliability_critical,0.009,0.0,0,0
CHIP_00416,high_reliability_critical,0.01,0.0,0,0
CHIP_00417,high_reliability_critical,0.029,0.901,0,0
CHIP_00418,high_reliability_critical,0.006,0.994,1,1
CHIP_00419,high_reliability_critical,0.093,0.625,0,0
CHIP_00420,high_reliability_critical,0.004,0.908,0,0
CHIP_00421,high_reliability_critical,0.003,0.997,1,1
CHIP_00422,high_reliability_critical,0.006,0.991,1,1
CHIP_00423,high_reliability_critical,0.014,0.012,0,0
CHIP_00424,high_reliability_critical,0.983,0.013,0,0
CHIP_00425,high_reliability_critical,0.005,0.062,0,0
CHIP_00426,high_reliability_critical,0.016,0.009,0,0
CHIP_00427,high_reliability_critical,0.043,0.0,0,0
CHIP_00428,high_reliability_critical,0.004,0.985,1,1
CHIP_00429,high_reliability_critical,0.611,0.99,0,0
CHIP_00430,high_reliability_critical,0.008,1.0,1,1
CHIP_00431,high_reliability_critical,0.008,0.996,1,1
CHIP_00432,high_reliability_critical,0.008,0.0,0,0
CHIP_00433,high_reliability_critical,0.012,0.002,0,0
CHIP_00434,high_reliability_critical,0.016,0.001,0,0
CHIP_00435,high_reliability_critical,0.005,0.989,1,1
CHIP_00436,high_reliability_critical,0.014,0.0,0,0
CHIP_00437,high_reliability_critical,0.004,0.103,0,0
CHIP_00438,high_reliability_critical,0.003,0.997,1,1
CHIP_00439,high_reliability_critical,0.078,0.035,0,0
CHIP_00440,high_reliability_critical,0.005,1.0,1,1
CHIP_00441,high_reliability_critical,0.003,1.0,1,1
CHIP_00442,high_reliability_critical,0.012,0.584,0,1
CHIP_00443,high_reliability_critical,0.018,0.948,0,1
CHIP_00444,high_reliability_critical,0.006,0.205,0,1
CHIP_00445,high_reliability_critical,0.125,0.998,0,1
CHIP_00446,high_reliability_critical,0.023,0.848,0,1
CHIP_00447,high_reliability_critical,0.005,0.0,0,0
CHIP_00448,high_reliability_critical,0.019,1.0,1,1
CHIP_00449,high_reliability_critical,0.011,0.019,0,0
CHIP_00450,high_reliability_critical,0.006,1.0,1,1
CHIP_00451,high_reliability_critical,0.094,0.042,0,0
