chip_id,application_scenario,compatibility_score,compatibility_level
CHIP_00004,high_reliability_critical,68.6,marginal
CHIP_00005,high_reliability_critical,79.71,compatible
CHIP_00006,high_reliability_critical,89.96,compatible
CHIP_00007,high_reliability_critical,89.02,compatible
CHIP_00008,high_reliability_critical,56.99,marginal
CHIP_00009,high_reliability_critical,69.71,marginal
CHIP_00010,high_reliability_critical,60.67,marginal
CHIP_00011,high_reliability_critical,81.54,compatible
CHIP_00012,high_reliability_critical,90.52,compatible
CHIP_00013,high_reliability_critical,35.82,incompatible
CHIP_00014,high_reliability_critical,68.56,marginal
CHIP_00015,high_reliability_critical,56.41,marginal
CHIP_00016,high_reliability_critical,66.46,marginal
CHIP_00017,high_reliability_critical,82.56,compatible
CHIP_00018,high_reliability_critical,43.09,incompatible
CHIP_00019,high_reliability_critical,71.63,compatible
CHIP_00020,high_reliability_critical,69.4,marginal
CHIP_00021,high_reliability_critical,52.75,marginal
CHIP_00022,high_reliability_critical,40.27,incompatible
CHIP_00023,high_reliability_critical,63.61,marginal
CHIP_00024,high_reliability_critical,63.62,marginal
CHIP_00025,high_reliability_critical,67.84,marginal
CHIP_00026,high_reliability_critical,73.42,compatible
CHIP_00027,high_reliability_critical,85.53,compatible
CHIP_00028,high_reliability_critical,47.33,incompatible
CHIP_00029,high_reliability_critical,77.98,compatible
CHIP_00030,high_reliability_critical,90.67,compatible
CHIP_00031,high_reliability_critical,59.41,marginal
CHIP_00032,high_reliability_critical,68.99,marginal
CHIP_00033,high_reliability_critical,54.35,marginal
CHIP_00034,high_reliability_critical,41.53,incompatible
CHIP_00035,high_reliability_critical,70.12,compatible
CHIP_00036,high_reliability_critical,41.93,incompatible
CHIP_00037,high_reliability_critical,80.02,compatible
CHIP_00038,high_reliability_critical,51.16,marginal
CHIP_00039,high_reliability_critical,30.89,incompatible
CHIP_00040,high_reliability_critical,86.68,compatible
CHIP_00041,high_reliability_critical,74.4,compatible
CHIP_00042,high_reliability_critical,82.83,compatible
CHIP_00043,high_reliability_critical,47.21,incompatible
CHIP_00044,high_reliability_critical,61.23,marginal
CHIP_00045,high_reliability_critical,41.45,incompatible
CHIP_00046,high_reliability_critical,44.38,incompatible
CHIP_00047,high_reliability_critical,68.38,marginal
CHIP_00048,high_reliability_critical,69.99,marginal
CHIP_00049,high_reliability_critical,65.78,marginal
CHIP_00050,high_reliability_critical,56.04,marginal
CHIP_00051,high_reliability_critical,26.55,incompatible
CHIP_00052,high_reliability_critical,70.71,compatible
CHIP_00053,high_reliability_critical,72.21,compatible
CHIP_00054,high_reliability_critical,65.78,marginal
CHIP_00055,high_reliability_critical,60.35,marginal
CHIP_00056,high_reliability_critical,67.3,marginal
CHIP_00057,high_reliability_critical,72.31,compatible
CHIP_00058,high_reliability_critical,80.65,compatible
CHIP_00059,high_reliability_critical,81.03,compatible
CHIP_00060,high_reliability_critical,27.55,incompatible
CHIP_00061,high_reliability_critical,64.2,marginal
CHIP_00062,high_reliability_critical,75.85,compatible
CHIP_00063,high_reliability_critical,59.03,marginal
CHIP_00064,high_reliability_critical,76.37,compatible
CHIP_00065,high_reliability_critical,48.23,incompatible
CHIP_00066,high_reliability_critical,43.88,incompatible
CHIP_00067,high_reliability_critical,72.11,compatible
CHIP_00068,high_reliability_critical,85.93,compatible
CHIP_00069,high_reliability_critical,52.01,marginal
CHIP_00070,high_reliability_critical,71.26,compatible
CHIP_00071,high_reliability_critical,60.64,marginal
CHIP_00072,high_reliability_critical,71.8,compatible
CHIP_00073,high_reliability_critical,73.01,compatible
CHIP_00074,high_reliability_critical,51.67,marginal
CHIP_00075,high_reliability_critical,41.41,incompatible
CHIP_00076,high_reliability_critical,51.51,marginal
CHIP_00077,high_reliability_critical,72.92,compatible
CHIP_00078,high_reliability_critical,62.92,marginal
CHIP_00079,high_reliability_critical,57.3,marginal
CHIP_00080,high_reliability_critical,61.42,marginal
CHIP_00081,high_reliability_critical,61.49,marginal
CHIP_00082,high_reliability_critical,69.2,marginal
CHIP_00083,high_reliability_critical,88.96,compatible
CHIP_00084,high_reliability_critical,67.5,marginal
CHIP_00085,high_reliability_critical,76.04,compatible
CHIP_00086,high_reliability_critical,59.94,marginal
CHIP_00087,high_reliability_critical,37.63,incompatible
CHIP_00088,high_reliability_critical,62.05,marginal
CHIP_00089,high_reliability_critical,64.79,marginal
CHIP_00090,high_reliability_critical,72.19,compatible
CHIP_00091,high_reliability_critical,81.89,compatible
CHIP_00092,high_reliability_critical,25.73,incompatible
CHIP_00093,high_reliability_critical,66.82,marginal
CHIP_00094,high_reliability_critical,56.11,marginal
CHIP_00095,high_reliability_critical,80.32,compatible
CHIP_00096,high_reliability_critical,75.53,compatible
CHIP_00097,high_reliability_critical,60.43,marginal
CHIP_00098,high_reliability_critical,56.05,marginal
CHIP_00099,high_reliability_critical,72.97,compatible
CHIP_00100,high_reliability_critical,58.97,marginal
CHIP_00101,high_reliability_critical,61.99,marginal
CHIP_00102,high_reliability_critical,33.97,incompatible
CHIP_00103,high_reliability_critical,17.82,incompatible
CHIP_00104,high_reliability_critical,44.56,incompatible
CHIP_00105,high_reliability_critical,39.94,incompatible
CHIP_00106,high_reliability_critical,57.24,marginal
CHIP_00107,high_reliability_critical,64.98,marginal
CHIP_00108,high_reliability_critical,54.78,marginal
CHIP_00109,high_reliability_critical,71.73,compatible
CHIP_00110,high_reliability_critical,65.8,marginal
CHIP_00111,high_reliability_critical,83.09,compatible
CHIP_00112,high_reliability_critical,26.19,incompatible
CHIP_00113,high_reliability_critical,74.6,compatible
CHIP_00114,high_reliability_critical,74.14,compatible
CHIP_00115,high_reliability_critical,49.68,incompatible
CHIP_00116,high_reliability_critical,50.97,marginal
CHIP_00117,high_reliability_critical,29.99,incompatible
CHIP_00118,high_reliability_critical,57.09,marginal
CHIP_00119,high_reliability_critical,73.81,compatible
CHIP_00120,high_reliability_critical,65.45,marginal
CHIP_00121,high_reliability_critical,49.71,incompatible
CHIP_00122,high_reliability_critical,59.04,marginal
CHIP_00123,high_reliability_critical,80.8,compatible
CHIP_00124,high_reliability_critical,41.53,incompatible
CHIP_00125,high_reliability_critical,40.82,incompatible
CHIP_00126,high_reliability_critical,43.91,incompatible
CHIP_00127,high_reliability_critical,54.59,marginal
CHIP_00128,high_reliability_critical,73.38,compatible
CHIP_00129,high_reliability_critical,67.71,marginal
CHIP_00130,high_reliability_critical,57.29,marginal
CHIP_00131,high_reliability_critical,75.41,compatible
CHIP_00132,high_reliability_critical,79.81,compatible
CHIP_00133,high_reliability_critical,69.12,marginal
CHIP_00134,high_reliability_critical,37.19,incompatible
CHIP_00135,high_reliability_critical,48.04,incompatible
CHIP_00136,high_reliability_critical,52.51,marginal
CHIP_00137,high_reliability_critical,94.24,compatible
CHIP_00138,high_reliability_critical,64.1,marginal
CHIP_00139,high_reliability_critical,73.58,compatible
CHIP_00140,high_reliability_critical,90.61,compatible
CHIP_00141,high_reliability_critical,28.2,incompatible
CHIP_00142,high_reliability_critical,31.58,incompatible
CHIP_00143,high_reliability_critical,69.42,marginal
CHIP_00144,high_reliability_critical,66.05,marginal
CHIP_00145,high_reliability_critical,70.48,compatible
CHIP_00146,high_reliability_critical,86.99,compatible
CHIP_00147,high_reliability_critical,50.83,marginal
CHIP_00148,high_reliability_critical,37.77,incompatible
CHIP_00149,high_reliability_critical,48.54,incompatible
CHIP_00150,high_reliability_critical,64.92,marginal
CHIP_00151,high_reliability_critical,65.34,marginal
CHIP_00152,high_reliability_critical,56.38,marginal
CHIP_00153,high_reliability_critical,87.85,compatible
CHIP_00154,high_reliability_critical,63.79,marginal
CHIP_00155,high_reliability_critical,74.2,compatible
CHIP_00156,high_reliability_critical,81.25,compatible
CHIP_00157,high_reliability_critical,62.53,marginal
CHIP_00158,high_reliability_critical,49.47,incompatible
CHIP_00159,high_reliability_critical,79.4,compatible
CHIP_00160,high_reliability_critical,60.69,marginal
CHIP_00161,high_reliability_critical,92.58,compatible
CHIP_00162,high_reliability_critical,76.96,compatible
CHIP_00163,high_reliability_critical,67.64,marginal
CHIP_00164,high_reliability_critical,53.7,marginal
CHIP_00165,high_reliability_critical,69.27,marginal
CHIP_00166,high_reliability_critical,71.15,compatible
CHIP_00167,high_reliability_critical,77.69,compatible
CHIP_00168,high_reliability_critical,40.02,incompatible
CHIP_00169,high_reliability_critical,21.66,incompatible
CHIP_00170,high_reliability_critical,53.27,marginal
CHIP_00171,high_reliability_critical,63.25,marginal
CHIP_00172,high_reliability_critical,70.15,compatible
CHIP_00173,high_reliability_critical,51.29,marginal
CHIP_00174,high_reliability_critical,13.06,incompatible
CHIP_00175,high_reliability_critical,61.07,marginal
CHIP_00176,high_reliability_critical,45.67,incompatible
CHIP_00177,high_reliability_critical,78.3,compatible
CHIP_00178,high_reliability_critical,37.33,incompatible
CHIP_00179,high_reliability_critical,71.44,compatible
CHIP_00180,high_reliability_critical,72.13,compatible
CHIP_00181,high_reliability_critical,86.85,compatible
CHIP_00182,high_reliability_critical,68.38,marginal
CHIP_00183,high_reliability_critical,64.77,marginal
CHIP_00184,high_reliability_critical,41.78,incompatible
CHIP_00185,high_reliability_critical,76.52,compatible
CHIP_00186,high_reliability_critical,56.79,marginal
CHIP_00187,high_reliability_critical,46.58,incompatible
CHIP_00188,high_reliability_critical,79.68,compatible
CHIP_00189,high_reliability_critical,88.95,compatible
CHIP_00190,high_reliability_critical,89.49,compatible
CHIP_00191,high_reliability_critical,58.77,marginal
CHIP_00192,high_reliability_critical,63.38,marginal
CHIP_00193,high_reliability_critical,55.58,marginal
CHIP_00194,high_reliability_critical,86.69,compatible
CHIP_00195,high_reliability_critical,57.84,marginal
CHIP_00196,high_reliability_critical,73.97,compatible
CHIP_00197,high_reliability_critical,75.45,compatible
CHIP_00198,high_reliability_critical,49.75,incompatible
CHIP_00199,high_reliability_critical,71.36,compatible
CHIP_00200,high_reliability_critical,26.32,incompatible
CHIP_00201,high_reliability_critical,59.97,marginal
CHIP_00202,high_reliability_critical,33.22,incompatible
CHIP_00203,high_reliability_critical,76.61,compatible
CHIP_00204,high_reliability_critical,59.82,marginal
CHIP_00205,high_reliability_critical,66.5,marginal
CHIP_00206,high_reliability_critical,45.4,incompatible
CHIP_00207,high_reliability_critical,37.88,incompatible
CHIP_00208,high_reliability_critical,63.4,marginal
CHIP_00209,high_reliability_critical,64.53,marginal
CHIP_00210,high_reliability_critical,53.5,marginal
CHIP_00211,high_reliability_critical,44.42,incompatible
CHIP_00212,high_reliability_critical,64.33,marginal
CHIP_00213,high_reliability_critical,68.14,marginal
CHIP_00214,high_reliability_critical,75.83,compatible
CHIP_00215,high_reliability_critical,68.98,marginal
CHIP_00216,high_reliability_critical,90.63,compatible
CHIP_00217,high_reliability_critical,56.78,marginal
CHIP_00218,high_reliability_critical,48.42,incompatible
CHIP_00219,high_reliability_critical,76.37,compatible
CHIP_00220,high_reliability_critical,73.79,compatible
CHIP_00221,high_reliability_critical,61.7,marginal
CHIP_00222,high_reliability_critical,41.38,incompatible
CHIP_00223,high_reliability_critical,7.6,incompatible
CHIP_00224,high_reliability_critical,55.41,marginal
CHIP_00225,high_reliability_critical,70.38,compatible
CHIP_00226,high_reliability_critical,64.71,marginal
CHIP_00227,high_reliability_critical,61.18,marginal
CHIP_00228,high_reliability_critical,44.68,incompatible
CHIP_00229,high_reliability_critical,64.35,marginal
CHIP_00230,high_reliability_critical,2.76,incompatible
CHIP_00231,high_reliability_critical,76.19,compatible
CHIP_00232,high_reliability_critical,67.71,marginal
CHIP_00233,high_reliability_critical,54.41,marginal
CHIP_00234,high_reliability_critical,77.06,compatible
CHIP_00235,high_reliability_critical,86.25,compatible
CHIP_00236,high_reliability_critical,59.41,marginal
CHIP_00237,high_reliability_critical,27.46,incompatible
CHIP_00238,high_reliability_critical,76.1,compatible
CHIP_00239,high_reliability_critical,79.7,compatible
CHIP_00240,high_reliability_critical,96.87,compatible
CHIP_00241,high_reliability_critical,71.72,compatible
CHIP_00242,high_reliability_critical,65.08,marginal
CHIP_00243,high_reliability_critical,86.58,compatible
CHIP_00244,high_reliability_critical,28.69,incompatible
CHIP_00245,high_reliability_critical,72.31,compatible
CHIP_00246,high_reliability_critical,61.21,marginal
CHIP_00247,high_reliability_critical,49.92,incompatible
CHIP_00248,high_reliability_critical,47.37,incompatible
CHIP_00249,high_reliability_critical,74.06,compatible
CHIP_00250,high_reliability_critical,49.15,incompatible
CHIP_00251,high_reliability_critical,95.12,compatible
CHIP_00252,high_reliability_critical,74.34,compatible
CHIP_00253,high_reliability_critical,60.71,marginal
CHIP_00254,high_reliability_critical,74.31,compatible
CHIP_00255,high_reliability_critical,55.93,marginal
CHIP_00256,high_reliability_critical,74.12,compatible
CHIP_00257,high_reliability_critical,53.66,marginal
CHIP_00258,high_reliability_critical,41.5,incompatible
CHIP_00259,high_reliability_critical,32.44,incompatible
CHIP_00260,high_reliability_critical,47.93,incompatible
CHIP_00261,high_reliability_critical,63.5,marginal
CHIP_00262,high_reliability_critical,59.82,marginal
CHIP_00263,high_reliability_critical,74.55,compatible
CHIP_00264,high_reliability_critical,94.85,compatible
CHIP_00265,high_reliability_critical,53.64,marginal
CHIP_00266,high_reliability_critical,48.66,incompatible
CHIP_00267,high_reliability_critical,77.23,compatible
CHIP_00268,high_reliability_critical,51.07,marginal
CHIP_00269,high_reliability_critical,79.84,compatible
CHIP_00270,high_reliability_critical,63.47,marginal
CHIP_00271,high_reliability_critical,74.67,compatible
CHIP_00272,high_reliability_critical,60.28,marginal
CHIP_00273,high_reliability_critical,73.84,compatible
CHIP_00274,high_reliability_critical,72.96,compatible
CHIP_00275,high_reliability_critical,36.56,incompatible
CHIP_00276,high_reliability_critical,38.31,incompatible
CHIP_00277,high_reliability_critical,80.23,compatible
CHIP_00278,high_reliability_critical,51.31,marginal
CHIP_00279,high_reliability_critical,44.67,incompatible
CHIP_00280,high_reliability_critical,71.55,compatible
CHIP_00281,high_reliability_critical,68.42,marginal
CHIP_00282,high_reliability_critical,43.06,incompatible
CHIP_00283,high_reliability_critical,57.87,marginal
CHIP_00284,high_reliability_critical,86.67,compatible
CHIP_00285,high_reliability_critical,74.97,compatible
CHIP_00286,high_reliability_critical,88.22,compatible
CHIP_00287,high_reliability_critical,70.18,compatible
CHIP_00288,high_reliability_critical,46.93,incompatible
CHIP_00289,high_reliability_critical,58.5,marginal
CHIP_00290,high_reliability_critical,53.8,marginal
CHIP_00291,high_reliability_critical,78.4,compatible
CHIP_00292,high_reliability_critical,82.58,compatible
CHIP_00293,high_reliability_critical,27.63,incompatible
CHIP_00294,high_reliability_critical,53.83,marginal
CHIP_00295,high_reliability_critical,61.7,marginal
CHIP_00296,high_reliability_critical,0.0,incompatible
CHIP_00297,high_reliability_critical,85.26,compatible
CHIP_00298,high_reliability_critical,62.84,marginal
CHIP_00299,high_reliability_critical,80.75,compatible
CHIP_00300,high_reliability_critical,43.58,incompatible
CHIP_00301,high_reliability_critical,22.65,incompatible
CHIP_00302,high_reliability_critical,64.37,marginal
CHIP_00303,high_reliability_critical,57.34,marginal
CHIP_00304,high_reliability_critical,71.33,compatible
CHIP_00305,high_reliability_critical,74.67,compatible
CHIP_00306,high_reliability_critical,69.54,marginal
CHIP_00307,high_reliability_critical,74.07,compatible
CHIP_00308,high_reliability_critical,66.38,marginal
CHIP_00309,high_reliability_critical,67.95,marginal
CHIP_00310,high_reliability_critical,64.68,marginal
CHIP_00311,high_reliability_critical,84.02,compatible
CHIP_00312,high_reliability_critical,73.65,compatible
CHIP_00313,high_reliability_critical,74.86,compatible
CHIP_00314,high_reliability_critical,75.42,compatible
CHIP_00315,high_reliability_critical,55.38,marginal
CHIP_00316,high_reliability_critical,49.8,incompatible
CHIP_00317,high_reliability_critical,40.61,incompatible
CHIP_00318,high_reliability_critical,32.52,incompatible
CHIP_00319,high_reliability_critical,69.36,marginal
CHIP_00320,high_reliability_critical,74.55,compatible
CHIP_00321,high_reliability_critical,53.0,marginal
CHIP_00322,high_reliability_critical,75.46,compatible
CHIP_00323,high_reliability_critical,64.88,marginal
CHIP_00324,high_reliability_critical,68.96,marginal
CHIP_00325,high_reliability_critical,68.54,marginal
CHIP_00326,high_reliability_critical,78.71,compatible
CHIP_00327,high_reliability_critical,21.45,incompatible
CHIP_00328,high_reliability_critical,83.22,compatible
CHIP_00329,high_reliability_critical,82.93,compatible
CHIP_00330,high_reliability_critical,69.07,marginal
CHIP_00331,high_reliability_critical,44.92,incompatible
CHIP_00332,high_reliability_critical,17.09,incompatible
CHIP_00333,high_reliability_critical,61.89,marginal
CHIP_00334,high_reliability_critical,52.84,marginal
CHIP_00335,high_reliability_critical,74.01,compatible
CHIP_00336,high_reliability_critical,55.82,marginal
CHIP_00337,high_reliability_critical,63.57,marginal
CHIP_00338,high_reliability_critical,57.88,marginal
CHIP_00339,high_reliability_critical,78.17,compatible
CHIP_00340,high_reliability_critical,91.85,compatible
CHIP_00341,high_reliability_critical,14.58,incompatible
CHIP_00342,high_reliability_critical,59.34,marginal
CHIP_00343,high_reliability_critical,76.36,compatible
CHIP_00344,high_reliability_critical,66.17,marginal
CHIP_00345,high_reliability_critical,59.3,marginal
CHIP_00346,high_reliability_critical,74.0,compatible
CHIP_00347,high_reliability_critical,62.62,marginal
CHIP_00348,high_reliability_critical,64.12,marginal
CHIP_00349,high_reliability_critical,60.04,marginal
CHIP_00350,high_reliability_critical,63.62,marginal
CHIP_00351,high_reliability_critical,36.72,incompatible
CHIP_00352,high_reliability_critical,51.16,marginal
CHIP_00353,high_reliability_critical,61.88,marginal
CHIP_00354,high_reliability_critical,74.42,compatible
CHIP_00355,high_reliability_critical,61.61,marginal
CHIP_00356,high_reliability_critical,60.42,marginal
CHIP_00357,high_reliability_critical,0.0,incompatible
CHIP_00358,high_reliability_critical,62.36,marginal
CHIP_00359,high_reliability_critical,56.08,marginal
CHIP_00360,high_reliability_critical,42.59,incompatible
CHIP_00361,high_reliability_critical,53.28,marginal
CHIP_00362,high_reliability_critical,66.39,marginal
CHIP_00363,high_reliability_critical,51.93,marginal
CHIP_00364,high_reliability_critical,53.58,marginal
CHIP_00365,high_reliability_critical,68.17,marginal
CHIP_00366,high_reliability_critical,32.87,incompatible
CHIP_00367,high_reliability_critical,70.69,compatible
CHIP_00368,high_reliability_critical,70.05,compatible
CHIP_00369,high_reliability_critical,70.56,compatible
CHIP_00370,high_reliability_critical,77.52,compatible
CHIP_00371,high_reliability_critical,53.88,marginal
CHIP_00372,high_reliability_critical,57.07,marginal
CHIP_00373,high_reliability_critical,69.82,marginal
CHIP_00374,high_reliability_critical,51.6,marginal
CHIP_00375,high_reliability_critical,76.33,compatible
CHIP_00376,high_reliability_critical,29.06,incompatible
CHIP_00377,high_reliability_critical,73.08,compatible
CHIP_00378,high_reliability_critical,62.23,marginal
CHIP_00379,high_reliability_critical,79.51,compatible
CHIP_00380,high_reliability_critical,67.91,marginal
CHIP_00381,high_reliability_critical,67.7,marginal
CHIP_00382,high_reliability_critical,78.71,compatible
CHIP_00383,high_reliability_critical,1.09,incompatible
CHIP_00384,high_reliability_critical,59.0,marginal
CHIP_00385,high_reliability_critical,45.16,incompatible
CHIP_00386,high_reliability_critical,77.62,compatible
CHIP_00387,high_reliability_critical,69.64,marginal
CHIP_00388,high_reliability_critical,81.91,compatible
CHIP_00389,high_reliability_critical,54.44,marginal
CHIP_00390,high_reliability_critical,30.54,incompatible
CHIP_00391,high_reliability_critical,50.89,marginal
CHIP_00392,high_reliability_critical,32.95,incompatible
CHIP_00393,high_reliability_critical,72.92,compatible
CHIP_00394,high_reliability_critical,73.46,compatible
CHIP_00395,high_reliability_critical,48.38,incompatible
CHIP_00396,high_reliability_critical,62.6,marginal
CHIP_00397,high_reliability_critical,41.39,incompatible
CHIP_00398,high_reliability_critical,47.86,incompatible
CHIP_00399,high_reliability_critical,69.48,marginal
CHIP_00400,high_reliability_critical,47.98,incompatible
CHIP_00401,high_reliability_critical,76.34,compatible
CHIP_00402,high_reliability_critical,60.42,marginal
CHIP_00403,high_reliability_critical,74.01,compatible
CHIP_00404,high_reliability_critical,43.1,incompatible
CHIP_00405,high_reliability_critical,69.89,marginal
CHIP_00406,high_reliability_critical,56.02,marginal
CHIP_00407,high_reliability_critical,79.32,compatible
CHIP_00408,high_reliability_critical,74.25,compatible
CHIP_00409,high_reliability_critical,54.3,marginal
CHIP_00410,high_reliability_critical,57.35,marginal
CHIP_00411,high_reliability_critical,72.91,compatible
CHIP_00412,high_reliability_critical,79.76,compatible
CHIP_00413,high_reliability_critical,49.14,incompatible
CHIP_00414,high_reliability_critical,55.37,marginal
CHIP_00415,high_reliability_critical,50.94,marginal
CHIP_00416,high_reliability_critical,55.28,marginal
CHIP_00417,high_reliability_critical,69.2,marginal
CHIP_00418,high_reliability_critical,76.79,compatible
CHIP_00419,high_reliability_critical,69.2,marginal
CHIP_00420,high_reliability_critical,68.4,marginal
CHIP_00421,high_reliability_critical,75.49,compatible
CHIP_00422,high_reliability_critical,77.71,compatible
CHIP_00423,high_reliability_critical,58.74,marginal
CHIP_00424,high_reliability_critical,41.82,incompatible
CHIP_00425,high_reliability_critical,68.95,marginal
CHIP_00426,high_reliability_critical,65.68,marginal
CHIP_00427,high_reliability_critical,15.19,incompatible
CHIP_00428,high_reliability_critical,80.8,compatible
CHIP_00429,high_reliability_critical,82.78,compatible
CHIP_00430,high_reliability_critical,83.47,compatible
CHIP_00431,high_reliability_critical,78.91,compatible
CHIP_00432,high_reliability_critical,37.65,incompatible
CHIP_00433,high_reliability_critical,61.2,marginal
CHIP_00434,high_reliability_critical,41.52,incompatible
CHIP_00435,high_reliability_critical,76.1,compatible
CHIP_00436,high_reliability_critical,0.0,incompatible
CHIP_00437,high_reliability_critical,67.61,marginal
CHIP_00438,high_reliability_critical,79.24,compatible
CHIP_00439,high_reliability_critical,48.28,incompatible
CHIP_00440,high_reliability_critical,91.22,compatible
CHIP_00441,high_reliability_critical,83.12,compatible
CHIP_00442,high_reliability_critical,70.55,compatible
CHIP_00443,high_reliability_critical,75.96,compatible
CHIP_00444,high_reliability_critical,70.14,compatible
CHIP_00445,high_reliability_critical,88.28,compatible
CHIP_00446,high_reliability_critical,74.03,compatible
CHIP_00447,high_reliability_critical,46.1,incompatible
CHIP_00448,high_reliability_critical,92.96,compatible
CHIP_00449,high_reliability_critical,67.39,marginal
CHIP_00450,high_reliability_critical,91.65,compatible
CHIP_00451,high_reliability_critical,57.85,marginal
CHIP_00452,high_reliability_critical,67.94,marginal
CHIP_00453,high_reliability_critical,53.78,marginal
CHIP_00454,high_reliability_critical,16.4,incompatible
CHIP_00455,high_reliability_critical,76.58,compatible
CHIP_00456,high_reliability_critical,58.94,marginal
CHIP_00457,high_reliability_critical,68.56,marginal
CHIP_00458,high_reliability_critical,50.32,marginal
CHIP_00459,high_reliability_critical,70.57,compatible
CHIP_00460,high_reliability_critical,72.54,compatible
CHIP_00461,high_reliability_critical,85.33,compatible
CHIP_00462,high_reliability_critical,44.71,incompatible
CHIP_00463,high_reliability_critical,61.94,marginal
CHIP_00464,high_reliability_critical,60.75,marginal
CHIP_00465,high_reliability_critical,78.19,compatible
CHIP_00466,high_reliability_critical,62.65,marginal
CHIP_00467,high_reliability_critical,18.92,incompatible
CHIP_00468,high_reliability_critical,17.05,incompatible
CHIP_00469,high_reliability_critical,59.76,marginal
CHIP_00470,high_reliability_critical,62.03,marginal
CHIP_00471,high_reliability_critical,85.24,compatible
CHIP_00472,high_reliability_critical,59.76,marginal
CHIP_00473,high_reliability_critical,66.69,marginal
CHIP_00474,high_reliability_critical,48.8,incompatible
CHIP_00475,high_reliability_critical,72.9,compatible
CHIP_00476,high_reliability_critical,61.56,marginal
CHIP_00477,high_reliability_critical,65.7,marginal
CHIP_00478,high_reliability_critical,65.86,marginal
CHIP_00479,high_reliability_critical,60.13,marginal
CHIP_00480,high_reliability_critical,74.11,compatible
CHIP_00481,high_reliability_critical,65.03,marginal
CHIP_00482,high_reliability_critical,63.01,marginal
CHIP_00483,high_reliability_critical,42.11,incompatible
CHIP_00484,high_reliability_critical,82.64,compatible
CHIP_00485,high_reliability_critical,69.66,marginal
CHIP_00486,high_reliability_critical,53.86,marginal
CHIP_00487,high_reliability_critical,79.57,compatible
CHIP_00488,high_reliability_critical,68.03,marginal
CHIP_00489,high_reliability_critical,84.64,compatible
CHIP_00490,high_reliability_critical,58.44,marginal
CHIP_00491,high_reliability_critical,35.94,incompatible
CHIP_00492,high_reliability_critical,72.99,compatible
CHIP_00493,high_reliability_critical,67.68,marginal
CHIP_00494,high_reliability_critical,76.21,compatible
CHIP_00495,high_reliability_critical,95.25,compatible
CHIP_00496,high_reliability_critical,33.62,incompatible
CHIP_00497,high_reliability_critical,57.29,marginal
CHIP_00498,high_reliability_critical,46.57,incompatible
CHIP_00499,high_reliability_critical,78.1,compatible
CHIP_00500,high_reliability_critical,76.13,compatible
CHIP_00501,high_reliability_critical,72.49,compatible
CHIP_00502,high_reliability_critical,60.07,marginal
CHIP_00503,high_reliability_critical,43.09,incompatible
CHIP_00504,high_reliability_critical,74.42,compatible
CHIP_00505,high_reliability_critical,64.83,marginal
CHIP_00506,high_reliability_critical,38.07,incompatible
CHIP_00507,high_reliability_critical,54.62,marginal
CHIP_00508,high_reliability_critical,72.97,compatible
CHIP_00509,high_reliability_critical,72.2,compatible
CHIP_00510,high_reliability_critical,65.38,marginal
CHIP_00511,high_reliability_critical,76.11,compatible
CHIP_00512,high_reliability_critical,62.73,marginal
CHIP_00513,high_reliability_critical,73.34,compatible
CHIP_00514,high_reliability_critical,66.23,marginal
CHIP_00515,high_reliability_critical,55.22,marginal
CHIP_00516,high_reliability_critical,53.9,marginal
CHIP_00517,high_reliability_critical,65.35,marginal
CHIP_00518,high_reliability_critical,79.52,compatible
CHIP_00519,high_reliability_critical,78.53,compatible
CHIP_00520,high_reliability_critical,79.47,compatible
CHIP_00521,high_reliability_critical,61.01,marginal
CHIP_00522,high_reliability_critical,81.77,compatible
CHIP_00523,high_reliability_critical,65.57,marginal
CHIP_00524,high_reliability_critical,55.17,marginal
CHIP_00525,high_reliability_critical,67.23,marginal
CHIP_00526,high_reliability_critical,77.47,compatible
CHIP_00527,high_reliability_critical,69.79,marginal
CHIP_00528,high_reliability_critical,22.97,incompatible
CHIP_00529,high_reliability_critical,86.03,compatible
CHIP_00530,high_reliability_critical,76.43,compatible
CHIP_00531,high_reliability_critical,21.49,incompatible
CHIP_00532,high_reliability_critical,52.36,marginal
CHIP_00533,high_reliability_critical,53.57,marginal
CHIP_00534,high_reliability_critical,97.88,compatible
CHIP_00535,high_reliability_critical,57.57,marginal
CHIP_00536,high_reliability_critical,16.55,incompatible
CHIP_00537,high_reliability_critical,45.1,incompatible
CHIP_00538,high_reliability_critical,46.86,incompatible
CHIP_00539,high_reliability_critical,70.7,compatible
CHIP_00540,high_reliability_critical,74.33,compatible
CHIP_00541,high_reliability_critical,68.37,marginal
CHIP_00542,high_reliability_critical,62.39,marginal
CHIP_00543,high_reliability_critical,83.24,compatible
CHIP_00544,high_reliability_critical,61.07,marginal
CHIP_00545,high_reliability_critical,49.68,incompatible
CHIP_00546,high_reliability_critical,68.33,marginal
CHIP_00547,high_reliability_critical,69.46,marginal
CHIP_00548,high_reliability_critical,57.19,marginal
CHIP_00549,high_reliability_critical,59.38,marginal
CHIP_00550,high_reliability_critical,46.98,incompatible
CHIP_00551,high_reliability_critical,47.07,incompatible
CHIP_00552,high_reliability_critical,78.15,compatible
CHIP_00553,high_reliability_critical,53.04,marginal
CHIP_00554,high_reliability_critical,39.64,incompatible
CHIP_00555,high_reliability_critical,62.54,marginal
CHIP_00556,high_reliability_critical,66.56,marginal
CHIP_00557,high_reliability_critical,86.76,compatible
