chip_id,fail_proba,decision,detail,ground_truth
CHIP_00984,0.991,reject,physical_damage,reject
CHIP_00985,0.005,reuse,consumer_electronics,reuse
CHIP_00986,0.004,reuse,power_efficient_device,reuse
CHIP_00987,0.926,repair,multi_param_combined,repair
CHIP_00988,0.016,reuse,power_efficient_device,reuse
CHIP_00989,0.003,reuse,power_efficient_device,reuse
CHIP_00990,0.979,reject,physical_damage,reject
CHIP_00991,0.019,reuse,high_frequency_computing,reuse
CHIP_00992,0.558,repair,thermal_accumulation,repair
CHIP_00993,0.023,reuse,high_frequency_computing,reuse
CHIP_00994,0.01,reuse,consumer_electronics,reuse
CHIP_00995,0.115,reuse,high_frequency_computing,reuse
CHIP_00996,0.758,repair,multi_param_combined,repair
CHIP_00997,0.037,reuse,high_frequency_computing,reuse
CHIP_00998,0.996,reject,physical_damage,reject
CHIP_00999,0.02,reuse,high_frequency_computing,reuse
