head,relation,tail
CHIP_00543,EXHIBITS,FM::thermal_accumulation
CHIP_00543,UNDERGOES_TEST,TS::Appearance
CHIP_00543,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00543,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00543,UNDERGOES_TEST,TS::Functional
CHIP_00543,UNDERGOES_TEST,TS::Aging
CHIP_00544,OF_MODEL,MODEL::MODEL_A
CHIP_00544,EXHIBITS,FM::normal
CHIP_00544,UNDERGOES_TEST,TS::Appearance
CHIP_00544,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00544,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00544,UNDERGOES_TEST,TS::Functional
CHIP_00544,UNDERGOES_TEST,TS::Aging
CHIP_00545,OF_MODEL,MODEL::MODEL_B
CHIP_00545,EXHIBITS,FM::normal
CHIP_00545,UNDERGOES_TEST,TS::Appearance
CHIP_00545,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00545,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00545,UNDERGOES_TEST,TS::Functional
CHIP_00545,UNDERGOES_TEST,TS::Aging
CHIP_00546,OF_MODEL,MODEL::MODEL_B
CHIP_00546,EXHIBITS,FM::normal
CHIP_00546,UNDERGOES_TEST,TS::Appearance
CHIP_00546,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00546,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00546,UNDERGOES_TEST,TS::Functional
CHIP_00546,UNDERGOES_TEST,TS::Aging
CHIP_00547,OF_MODEL,MODEL::MODEL_C
CHIP_00547,EXHIBITS,FM::normal
CHIP_00547,UNDERGOES_TEST,TS::Appearance
CHIP_00547,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00547,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00547,UNDERGOES_TEST,TS::Functional
CHIP_00547,UNDERGOES_TEST,TS::Aging
CHIP_00548,OF_MODEL,MODEL::MODEL_B
CHIP_00548,EXHIBITS,FM::thermal_accumulation
CHIP_00548,UNDERGOES_TEST,TS::Appearance
CHIP_00548,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00548,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00548,UNDERGOES_TEST,TS::Functional
CHIP_00548,UNDERGOES_TEST,TS::Aging
CHIP_00549,OF_MODEL,MODEL::MODEL_A
CHIP_00549,EXHIBITS,FM::normal
CHIP_00549,UNDERGOES_TEST,TS::Appearance
CHIP_00549,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00549,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00549,UNDERGOES_TEST,TS::Functional
CHIP_00549,UNDERGOES_TEST,TS::Aging
CHIP_00550,OF_MODEL,MODEL::MODEL_B
CHIP_00550,EXHIBITS,FM::normal
CHIP_00550,UNDERGOES_TEST,TS::Appearance
CHIP_00550,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00550,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00550,UNDERGOES_TEST,TS::Functional
CHIP_00550,UNDERGOES_TEST,TS::Aging
CHIP_00551,OF_MODEL,MODEL::MODEL_C
CHIP_00551,EXHIBITS,FM::normal
CHIP_00551,UNDERGOES_TEST,TS::Appearance
CHIP_00551,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00551,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00551,UNDERGOES_TEST,TS::Functional
CHIP_00551,UNDERGOES_TEST,TS::Aging
CHIP_00552,OF_MODEL,MODEL::MODEL_B
CHIP_00552,EXHIBITS,FM::normal
CHIP_00552,UNDERGOES_TEST,TS::Appearance
CHIP_00552,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00552,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00552,UNDERGOES_TEST,TS::Functional
CHIP_00552,UNDERGOES_TEST,TS::Aging
CHIP_00553,OF_MODEL,MODEL::MODEL_B
CHIP_00553,EXHIBITS,FM::normal
CHIP_00553,UNDERGOES_TEST,TS::Appearance
CHIP_00553,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00553,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00553,UNDERGOES_TEST,TS::Functional
CHIP_00553,UNDERGOES_TEST,TS::Aging
CHIP_00554,OF_MODEL,MODEL::MODEL_B
CHIP_00554,EXHIBITS,FM::normal
CHIP_00554,UNDERGOES_TEST,TS::Appearance
CHIP_00554,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00554,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00554,UNDERGOES_TEST,TS::Functional
CHIP_00554,UNDERGOES_TEST,TS::Aging
CHIP_00555,OF_MODEL,MODEL::MODEL_C
CHIP_00555,EXHIBITS,FM::normal
CHIP_00555,UNDERGOES_TEST,TS::Appearance
CHIP_00555,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00555,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00555,UNDERGOES_TEST,TS::Functional
CHIP_00555,UNDERGOES_TEST,TS::Aging
CHIP_00556,OF_MODEL,MODEL::MODEL_B
CHIP_00556,EXHIBITS,FM::normal
CHIP_00556,UNDERGOES_TEST,TS::Appearance
CHIP_00556,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00556,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00556,UNDERGOES_TEST,TS::Functional
CHIP_00556,UNDERGOES_TEST,TS::Aging
CHIP_00557,OF_MODEL,MODEL::MODEL_B
CHIP_00557,EXHIBITS,FM::normal
CHIP_00557,UNDERGOES_TEST,TS::Appearance
CHIP_00557,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00557,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00557,UNDERGOES_TEST,TS::Functional
CHIP_00557,UNDERGOES_TEST,TS::Aging
CHIP_00558,OF_MODEL,MODEL::MODEL_A
CHIP_00558,EXHIBITS,FM::normal
CHIP_00558,UNDERGOES_TEST,TS::Appearance
CHIP_00558,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00558,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00558,UNDERGOES_TEST,TS::Functional
CHIP_00558,UNDERGOES_TEST,TS::Aging
CHIP_00559,OF_MODEL,MODEL::MODEL_C
CHIP_00559,EXHIBITS,FM::normal
CHIP_00559,UNDERGOES_TEST,TS::Appearance
CHIP_00559,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00559,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00559,UNDERGOES_TEST,TS::Functional
CHIP_00559,UNDERGOES_TEST,TS::Aging
CHIP_00560,OF_MODEL,MODEL::MODEL_B
CHIP_00560,EXHIBITS,FM::multi_param_combined
CHIP_00560,UNDERGOES_TEST,TS::Appearance
CHIP_00560,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00560,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00560,UNDERGOES_TEST,TS::Functional
CHIP_00560,UNDERGOES_TEST,TS::Aging
CHIP_00561,OF_MODEL,MODEL::MODEL_C
CHIP_00561,EXHIBITS,FM::normal
CHIP_00561,UNDERGOES_TEST,TS::Appearance
CHIP_00561,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00561,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00561,UNDERGOES_TEST,TS::Functional
CHIP_00561,UNDERGOES_TEST,TS::Aging
CHIP_00562,OF_MODEL,MODEL::MODEL_B
CHIP_00562,EXHIBITS,FM::normal
CHIP_00562,UNDERGOES_TEST,TS::Appearance
CHIP_00562,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00562,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00562,UNDERGOES_TEST,TS::Functional
CHIP_00562,UNDERGOES_TEST,TS::Aging
CHIP_00563,OF_MODEL,MODEL::MODEL_B
CHIP_00563,EXHIBITS,FM::normal
CHIP_00563,UNDERGOES_TEST,TS::Appearance
CHIP_00563,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00563,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00563,UNDERGOES_TEST,TS::Functional
CHIP_00563,UNDERGOES_TEST,TS::Aging
CHIP_00564,OF_MODEL,MODEL::MODEL_B
CHIP_00564,EXHIBITS,FM::normal
CHIP_00564,UNDERGOES_TEST,TS::Appearance
CHIP_00564,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00564,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00564,UNDERGOES_TEST,TS::Functional
CHIP_00564,UNDERGOES_TEST,TS::Aging
CHIP_00565,OF_MODEL,MODEL::MODEL_A
CHIP_00565,EXHIBITS,FM::normal
CHIP_00565,UNDERGOES_TEST,TS::Appearance
CHIP_00565,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00565,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00565,UNDERGOES_TEST,TS::Functional
CHIP_00565,UNDERGOES_TEST,TS::Aging
CHIP_00566,OF_MODEL,MODEL::MODEL_A
CHIP_00566,EXHIBITS,FM::normal
CHIP_00566,UNDERGOES_TEST,TS::Appearance
CHIP_00566,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00566,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00566,UNDERGOES_TEST,TS::Functional
CHIP_00566,UNDERGOES_TEST,TS::Aging
CHIP_00567,OF_MODEL,MODEL::MODEL_A
CHIP_00567,EXHIBITS,FM::normal
CHIP_00567,UNDERGOES_TEST,TS::Appearance
CHIP_00567,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00567,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00567,UNDERGOES_TEST,TS::Functional
CHIP_00567,UNDERGOES_TEST,TS::Aging
CHIP_00568,OF_MODEL,MODEL::MODEL_C
CHIP_00568,EXHIBITS,FM::normal
CHIP_00568,UNDERGOES_TEST,TS::Appearance
CHIP_00568,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00568,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00568,UNDERGOES_TEST,TS::Functional
CHIP_00568,UNDERGOES_TEST,TS::Aging
CHIP_00569,OF_MODEL,MODEL::MODEL_C
CHIP_00569,EXHIBITS,FM::normal
CHIP_00569,UNDERGOES_TEST,TS::Appearance
CHIP_00569,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00569,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00569,UNDERGOES_TEST,TS::Functional
CHIP_00569,UNDERGOES_TEST,TS::Aging
CHIP_00570,OF_MODEL,MODEL::MODEL_A
CHIP_00570,EXHIBITS,FM::normal
CHIP_00570,UNDERGOES_TEST,TS::Appearance
CHIP_00570,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00570,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00570,UNDERGOES_TEST,TS::Functional
CHIP_00570,UNDERGOES_TEST,TS::Aging
CHIP_00571,OF_MODEL,MODEL::MODEL_C
CHIP_00571,EXHIBITS,FM::normal
CHIP_00571,UNDERGOES_TEST,TS::Appearance
CHIP_00571,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00571,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00571,UNDERGOES_TEST,TS::Functional
CHIP_00571,UNDERGOES_TEST,TS::Aging
CHIP_00572,OF_MODEL,MODEL::MODEL_B
CHIP_00572,EXHIBITS,FM::normal
CHIP_00572,UNDERGOES_TEST,TS::Appearance
CHIP_00572,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00572,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00572,UNDERGOES_TEST,TS::Functional
CHIP_00572,UNDERGOES_TEST,TS::Aging
CHIP_00573,OF_MODEL,MODEL::MODEL_B
CHIP_00573,EXHIBITS,FM::normal
CHIP_00573,UNDERGOES_TEST,TS::Appearance
CHIP_00573,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00573,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00573,UNDERGOES_TEST,TS::Functional
CHIP_00573,UNDERGOES_TEST,TS::Aging
CHIP_00574,OF_MODEL,MODEL::MODEL_B
CHIP_00574,EXHIBITS,FM::normal
CHIP_00574,UNDERGOES_TEST,TS::Appearance
CHIP_00574,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00574,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00574,UNDERGOES_TEST,TS::Functional
CHIP_00574,UNDERGOES_TEST,TS::Aging
CHIP_00575,OF_MODEL,MODEL::MODEL_A
CHIP_00575,EXHIBITS,FM::normal
CHIP_00575,UNDERGOES_TEST,TS::Appearance
CHIP_00575,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00575,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00575,UNDERGOES_TEST,TS::Functional
CHIP_00575,UNDERGOES_TEST,TS::Aging
CHIP_00576,OF_MODEL,MODEL::MODEL_C
CHIP_00576,EXHIBITS,FM::normal
CHIP_00576,UNDERGOES_TEST,TS::Appearance
CHIP_00576,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00576,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00576,UNDERGOES_TEST,TS::Functional
CHIP_00576,UNDERGOES_TEST,TS::Aging
CHIP_00577,OF_MODEL,MODEL::MODEL_A
CHIP_00577,EXHIBITS,FM::normal
CHIP_00577,UNDERGOES_TEST,TS::Appearance
CHIP_00577,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00577,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00577,UNDERGOES_TEST,TS::Functional
CHIP_00577,UNDERGOES_TEST,TS::Aging
CHIP_00578,OF_MODEL,MODEL::MODEL_C
CHIP_00578,EXHIBITS,FM::normal
CHIP_00578,UNDERGOES_TEST,TS::Appearance
CHIP_00578,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00578,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00578,UNDERGOES_TEST,TS::Functional
CHIP_00578,UNDERGOES_TEST,TS::Aging
CHIP_00579,OF_MODEL,MODEL::MODEL_B
CHIP_00579,EXHIBITS,FM::normal
CHIP_00579,UNDERGOES_TEST,TS::Appearance
CHIP_00579,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00579,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00579,UNDERGOES_TEST,TS::Functional
CHIP_00579,UNDERGOES_TEST,TS::Aging
CHIP_00580,OF_MODEL,MODEL::MODEL_A
CHIP_00580,EXHIBITS,FM::normal
CHIP_00580,UNDERGOES_TEST,TS::Appearance
CHIP_00580,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00580,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00580,UNDERGOES_TEST,TS::Functional
CHIP_00580,UNDERGOES_TEST,TS::Aging
CHIP_00581,OF_MODEL,MODEL::MODEL_C
CHIP_00581,EXHIBITS,FM::normal
CHIP_00581,UNDERGOES_TEST,TS::Appearance
CHIP_00581,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00581,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00581,UNDERGOES_TEST,TS::Functional
CHIP_00581,UNDERGOES_TEST,TS::Aging
CHIP_00582,OF_MODEL,MODEL::MODEL_C
CHIP_00582,EXHIBITS,FM::normal
CHIP_00582,UNDERGOES_TEST,TS::Appearance
CHIP_00582,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00582,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00582,UNDERGOES_TEST,TS::Functional
CHIP_00582,UNDERGOES_TEST,TS::Aging
CHIP_00583,OF_MODEL,MODEL::MODEL_B
CHIP_00583,EXHIBITS,FM::normal
CHIP_00583,UNDERGOES_TEST,TS::Appearance
CHIP_00583,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00583,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00583,UNDERGOES_TEST,TS::Functional
CHIP_00583,UNDERGOES_TEST,TS::Aging
CHIP_00584,OF_MODEL,MODEL::MODEL_A
CHIP_00584,EXHIBITS,FM::normal
CHIP_00584,UNDERGOES_TEST,TS::Appearance
CHIP_00584,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00584,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00584,UNDERGOES_TEST,TS::Functional
CHIP_00584,UNDERGOES_TEST,TS::Aging
CHIP_00585,OF_MODEL,MODEL::MODEL_A
CHIP_00585,EXHIBITS,FM::noise_margin_insufficient
CHIP_00585,UNDERGOES_TEST,TS::Appearance
CHIP_00585,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00585,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00585,UNDERGOES_TEST,TS::Functional
CHIP_00585,UNDERGOES_TEST,TS::Aging
CHIP_00586,OF_MODEL,MODEL::MODEL_A
CHIP_00586,EXHIBITS,FM::normal
CHIP_00586,UNDERGOES_TEST,TS::Appearance
CHIP_00586,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00586,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00586,UNDERGOES_TEST,TS::Functional
CHIP_00586,UNDERGOES_TEST,TS::Aging
CHIP_00587,OF_MODEL,MODEL::MODEL_B
CHIP_00587,EXHIBITS,FM::normal
CHIP_00587,UNDERGOES_TEST,TS::Appearance
CHIP_00587,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00587,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00587,UNDERGOES_TEST,TS::Functional
CHIP_00587,UNDERGOES_TEST,TS::Aging
CHIP_00588,OF_MODEL,MODEL::MODEL_A
CHIP_00588,EXHIBITS,FM::normal
CHIP_00588,UNDERGOES_TEST,TS::Appearance
CHIP_00588,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00588,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00588,UNDERGOES_TEST,TS::Functional
CHIP_00588,UNDERGOES_TEST,TS::Aging
CHIP_00589,OF_MODEL,MODEL::MODEL_B
CHIP_00589,EXHIBITS,FM::normal
CHIP_00589,UNDERGOES_TEST,TS::Appearance
CHIP_00589,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00589,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00589,UNDERGOES_TEST,TS::Functional
CHIP_00589,UNDERGOES_TEST,TS::Aging
CHIP_00590,OF_MODEL,MODEL::MODEL_B
CHIP_00590,EXHIBITS,FM::thermal_accumulation
CHIP_00590,UNDERGOES_TEST,TS::Appearance
CHIP_00590,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00590,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00590,UNDERGOES_TEST,TS::Functional
CHIP_00590,UNDERGOES_TEST,TS::Aging
CHIP_00591,OF_MODEL,MODEL::MODEL_B
CHIP_00591,EXHIBITS,FM::normal
CHIP_00591,UNDERGOES_TEST,TS::Appearance
CHIP_00591,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00591,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00591,UNDERGOES_TEST,TS::Functional
CHIP_00591,UNDERGOES_TEST,TS::Aging
CHIP_00592,OF_MODEL,MODEL::MODEL_C
CHIP_00592,EXHIBITS,FM::normal
CHIP_00592,UNDERGOES_TEST,TS::Appearance
CHIP_00592,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00592,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00592,UNDERGOES_TEST,TS::Functional
CHIP_00592,UNDERGOES_TEST,TS::Aging
CHIP_00593,OF_MODEL,MODEL::MODEL_A
CHIP_00593,EXHIBITS,FM::normal
CHIP_00593,UNDERGOES_TEST,TS::Appearance
CHIP_00593,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00593,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00593,UNDERGOES_TEST,TS::Functional
CHIP_00593,UNDERGOES_TEST,TS::Aging
CHIP_00594,OF_MODEL,MODEL::MODEL_A
CHIP_00594,EXHIBITS,FM::normal
CHIP_00594,UNDERGOES_TEST,TS::Appearance
CHIP_00594,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00594,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00594,UNDERGOES_TEST,TS::Functional
CHIP_00594,UNDERGOES_TEST,TS::Aging
CHIP_00595,OF_MODEL,MODEL::MODEL_B
CHIP_00595,EXHIBITS,FM::normal
CHIP_00595,UNDERGOES_TEST,TS::Appearance
CHIP_00595,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00595,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00595,UNDERGOES_TEST,TS::Functional
CHIP_00595,UNDERGOES_TEST,TS::Aging
CHIP_00596,OF_MODEL,MODEL::MODEL_B
CHIP_00596,EXHIBITS,FM::normal
CHIP_00596,UNDERGOES_TEST,TS::Appearance
CHIP_00596,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00596,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00596,UNDERGOES_TEST,TS::Functional
CHIP_00596,UNDERGOES_TEST,TS::Aging
CHIP_00597,OF_MODEL,MODEL::MODEL_A
CHIP_00597,EXHIBITS,FM::normal
CHIP_00597,UNDERGOES_TEST,TS::Appearance
CHIP_00597,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00597,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00597,UNDERGOES_TEST,TS::Functional
CHIP_00597,UNDERGOES_TEST,TS::Aging
CHIP_00598,OF_MODEL,MODEL::MODEL_B
CHIP_00598,EXHIBITS,FM::normal
CHIP_00598,UNDERGOES_TEST,TS::Appearance
CHIP_00598,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00598,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00598,UNDERGOES_TEST,TS::Functional
CHIP_00598,UNDERGOES_TEST,TS::Aging
CHIP_00599,OF_MODEL,MODEL::MODEL_A
CHIP_00599,EXHIBITS,FM::normal
CHIP_00599,UNDERGOES_TEST,TS::Appearance
CHIP_00599,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00599,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00599,UNDERGOES_TEST,TS::Functional
CHIP_00599,UNDERGOES_TEST,TS::Aging
CHIP_00600,OF_MODEL,MODEL::MODEL_C
CHIP_00600,EXHIBITS,FM::normal
CHIP_00600,UNDERGOES_TEST,TS::Appearance
CHIP_00600,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00600,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00600,UNDERGOES_TEST,TS::Functional
CHIP_00600,UNDERGOES_TEST,TS::Aging
CHIP_00601,OF_MODEL,MODEL::MODEL_B
CHIP_00601,EXHIBITS,FM::normal
CHIP_00601,UNDERGOES_TEST,TS::Appearance
CHIP_00601,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00601,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00601,UNDERGOES_TEST,TS::Functional
CHIP_00601,UNDERGOES_TEST,TS::Aging
CHIP_00602,OF_MODEL,MODEL::MODEL_A
CHIP_00602,EXHIBITS,FM::normal
CHIP_00602,UNDERGOES_TEST,TS::Appearance
CHIP_00602,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00602,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00602,UNDERGOES_TEST,TS::Functional
CHIP_00602,UNDERGOES_TEST,TS::Aging
CHIP_00603,OF_MODEL,MODEL::MODEL_B
CHIP_00603,EXHIBITS,FM::normal
CHIP_00603,UNDERGOES_TEST,TS::Appearance
CHIP_00603,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00603,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00603,UNDERGOES_TEST,TS::Functional
CHIP_00603,UNDERGOES_TEST,TS::Aging
CHIP_00604,OF_MODEL,MODEL::MODEL_A
CHIP_00604,EXHIBITS,FM::normal
CHIP_00604,UNDERGOES_TEST,TS::Appearance
CHIP_00604,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00604,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00604,UNDERGOES_TEST,TS::Functional
CHIP_00604,UNDERGOES_TEST,TS::Aging
CHIP_00605,OF_MODEL,MODEL::MODEL_A
CHIP_00605,EXHIBITS,FM::normal
CHIP_00605,UNDERGOES_TEST,TS::Appearance
CHIP_00605,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00605,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00605,UNDERGOES_TEST,TS::Functional
CHIP_00605,UNDERGOES_TEST,TS::Aging
CHIP_00606,OF_MODEL,MODEL::MODEL_B
CHIP_00606,EXHIBITS,FM::normal
CHIP_00606,UNDERGOES_TEST,TS::Appearance
CHIP_00606,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00606,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00606,UNDERGOES_TEST,TS::Functional
CHIP_00606,UNDERGOES_TEST,TS::Aging
CHIP_00607,OF_MODEL,MODEL::MODEL_C
CHIP_00607,EXHIBITS,FM::normal
CHIP_00607,UNDERGOES_TEST,TS::Appearance
CHIP_00607,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00607,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00607,UNDERGOES_TEST,TS::Functional
CHIP_00607,UNDERGOES_TEST,TS::Aging
CHIP_00608,OF_MODEL,MODEL::MODEL_A
CHIP_00608,EXHIBITS,FM::normal
CHIP_00608,UNDERGOES_TEST,TS::Appearance
CHIP_00608,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00608,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00608,UNDERGOES_TEST,TS::Functional
CHIP_00608,UNDERGOES_TEST,TS::Aging
CHIP_00609,OF_MODEL,MODEL::MODEL_A
CHIP_00609,EXHIBITS,FM::normal
CHIP_00609,UNDERGOES_TEST,TS::Appearance
CHIP_00609,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00609,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00609,UNDERGOES_TEST,TS::Functional
CHIP_00609,UNDERGOES_TEST,TS::Aging
CHIP_00610,OF_MODEL,MODEL::MODEL_A
CHIP_00610,EXHIBITS,FM::normal
CHIP_00610,UNDERGOES_TEST,TS::Appearance
CHIP_00610,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00610,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00610,UNDERGOES_TEST,TS::Functional
CHIP_00610,UNDERGOES_TEST,TS::Aging
CHIP_00611,OF_MODEL,MODEL::MODEL_C
CHIP_00611,EXHIBITS,FM::normal
CHIP_00611,UNDERGOES_TEST,TS::Appearance
CHIP_00611,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00611,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00611,UNDERGOES_TEST,TS::Functional
CHIP_00611,UNDERGOES_TEST,TS::Aging
CHIP_00612,OF_MODEL,MODEL::MODEL_C
CHIP_00612,EXHIBITS,FM::normal
CHIP_00612,UNDERGOES_TEST,TS::Appearance
CHIP_00612,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00612,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00612,UNDERGOES_TEST,TS::Functional
CHIP_00612,UNDERGOES_TEST,TS::Aging
CHIP_00613,OF_MODEL,MODEL::MODEL_B
CHIP_00613,EXHIBITS,FM::normal
CHIP_00613,UNDERGOES_TEST,TS::Appearance
CHIP_00613,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00613,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00613,UNDERGOES_TEST,TS::Functional
CHIP_00613,UNDERGOES_TEST,TS::Aging
CHIP_00614,OF_MODEL,MODEL::MODEL_C
CHIP_00614,EXHIBITS,FM::normal
CHIP_00614,UNDERGOES_TEST,TS::Appearance
CHIP_00614,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00614,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00614,UNDERGOES_TEST,TS::Functional
CHIP_00614,UNDERGOES_TEST,TS::Aging
